Adv_Attacked,Adv_Type,Gain_yds,Day,Play_Number,Snap_Frame,Throw_Frame,Time_To_Throw_s,Calibrated,QB_Tracked,OL_Count,Receivers_Detected,R1_Openness_At_Throw_yds,R1_Peak_Openness_yds,R1_Peak_Time_Post_Snap_s,R1_Tracking_Lost,R2_Openness_At_Throw_yds,R2_Peak_Openness_yds,R2_Peak_Time_Post_Snap_s,R2_Tracking_Lost,R3_Openness_At_Throw_yds,R3_Peak_Openness_yds,R3_Peak_Time_Post_Snap_s,R3_Tracking_Lost,R4_Openness_At_Throw_yds,R4_Peak_Openness_yds,R4_Peak_Time_Post_Snap_s,R4_Tracking_Lost,R5_Openness_At_Throw_yds,R5_Peak_Openness_yds,R5_Peak_Time_Post_Snap_s,R5_Tracking_Lost
Y,Numbers,0,DAY 3 (03-22-2026),2,676,799,2.14,Y,Y,7,4,1.74,2.13,1.52,N,2.51,5.01,0.99,N,0.56,1.52,1.62,N,1.72,5.07,1.01,N,,,,Y
